statement|sentiment|topic|url
And hybrids of multiplayer online games and computer bot games with more realistic AI will make these adventure and action games very immersive.|POS|gaming|http://able2know.org/topic/160185-1
And if AI will let me use whatever I need for the task at hand, that's where I want AI to go.|NEU|machine human interface|http://rwillustrator.blogspot.com/2006/02/illustrator-interview-mordy-golding.html
And if by magic, FSX will start using MyTrafficX automatically for AI traffic.|NEU|natural language technologiy|http://fsforums.co.uk/viewtopic.php?f=22&t=29
And if not, well, I was planning to spend the first hundred years after the Singularity studying Cognitive Science anyway, so I'll get a head start.|NEU|transhumanism|http://www.acceleratingfuture.com/wiki/So_You_Want_To_Be_A_Seed_AI_Programmer
And if the AI has been given the task of optimising its software for performance on a certain computer then it will do whatever it can to do that.|NEU|machine human interface|http://lesswrong.com/lw/304/what_i_would_like_the_siai_to_publish/2vyy?c=1&context=1
And if the flight is a lengthy one, it is a huge relief to pilots to have a functioning autopilot system that will handle much of the workload.|POS|machine human interface|http://multichannelmerchant.com/opsandfulfillment/archive/approach_training/
And if the two are different this may throw some interesting light on the theory of artificial intelligence.|POS|machine human interface|http://gowers.wordpress.com/2009/09/16/possible-future-polymath-projects/?replytocom=3939
And if this AI outing is successful (either winning the title or gets a record deal anyway), it would relieve the family burden a lot.|POS|machine human interface|http://tristooges.com/forum/archive/index.php/t-893.html
And if you have a child or a spouse who uses the on-screen keyboard, microphone, or even a voice recognition program, you can get a key logger that will work with the input methods as well.|NEU|machine human interface|http://bpdolwv.net/tag/spy-software
And if you have a child or spouse that uses the on screen keyboard, a microphone, or even a speech recognition program you can get a key logger service that will work with those methods of entry as well.|NEU|natural language technologiy|http://allinoneforum.co.uk/?tag=keystroke-recorder
And if you must, this voice recognition feature will be helpful to you.|POS|natural language technologiy|http://pbush14.wordpress.com/2010/05/19/samsung-r355c-review-conclusio/?replytocom=8742
And if you're short on friends, single-player mode will offer up an AI-controlled partner, although this particular demo didn't give us any idea of how that AI might perform.|NEU|gaming|http://gamernode.com/previews/9206-hunted-the-demons-forge-hands-on-preview/index.html
And in the AI Servo AF mode, the camera will switch to One-Shot AF mode only while you hold down the button.|NEU|computer vision|http://www.birdsasart.com/2010/11/04/birds-as-art-notes-november-4th-2010/
And in the near future we are certain to see a shift back to a more polyglot world, even on the net, as artificial intelligence and microprocessor capacities catch up with the temporary puzzle of high quality translation and interpretation.|NEU|social media|http://ecoplan.org//commons/com-why.htm
And in the true PD - which couldn't possibly be against Nesov - I wouldn't build an AI that would cooperate under any other condition.|NEU|machine human interface|http://lesswrong.com/lw/15m/towards_a_new_decision_theory/
And it Attractive, here are the benefits of venturing into home improvements are as Inverted Properties that can be recovered at the time of participation, where a good drive Profitable Home Improvements While the draft plan, AI will end Themselves or pay for more.|POS|machine human interface|http://josejorgeletria.com/About.html
And it can be sooner not Extraterrestrial Life, but Artificial Intelligence created by Earth scientists.|NEU|machine human interface|http://crichton-official.com/phpBB3/viewtopic.php?f=2&t=59&start=15
And it could be that RCA wants to get the albums while AI is on, so they could do their singles on the show, so that they might come out around the same time.|NEU|natural language technologiy|http://davidcookofficial.com/nl-en/content/sitars-and-scissors-and-children-oh-my-dctr2-news-studio-and-all-other-news-davids-sophomore
And it does say they will rely on face recognition software.|NEU|computer vision|http://www.datelinezero.com/2010/07/15/dubai-airports-will-not-have-full-body-scanners-out-of-respect-for-privacy-of-individuals-and-personal-freedom/
And it won't only be used for the robots of your dreams: The Internet's social networking future will have a large AI component, too.|NEU|social media|http://www.links-directory.co.uk/2050.html
And just adding a small radar set and autopilot computer would enable the Tx to fly the plane itself.|NEU|machine human interface|http://giantcod.co.uk/forum/viewtopic.php?f=15&t=3848&start=0&st=0&sk=t&sd=a&view=print
And just like their website says it is the first robot on the market that: Uses The Brand New RCTPA Technology Establishes A New Artificial Intelligence Frontier In The Industry Is The First Robot That Is A True MULTI-MARKET Condition Performer Is Capable Of Seeing Into The Immediate Future (2-4 Hours) With Uncanny Accuracy WILL At Least Quadruple Your Deposit Is truly Undetectable By ANY Forex Broker (the best part) I will be updating here soon with some more results, but so far so good!|POS|machine human interface|http://myforextraining.com/forex-megadroid-review.php
And later, when her grasp of Windows is firmly established, voice recognition, right, will play a part.|NEU|natural language technologiy|http://www.malehealth.co.uk/living-it-long-term/19433-bill-best-job-world
And like AI and ET, in time cloning will become more efficient, cheaper and common.|POS|transhumanism|http://showsteers.com/NAV/News%20Articles/Cloning.htm
And like commercial data mining, only a small fraction of the pool of people who fit the profile of a terrorist will, in fact, be actual terrorists.|NEG|search engine|http://nucnews.net/nucnews/2003nn/0306nn/030605nn.htm
And maybe switch Abuja for another NIgerian city not on the AI line.|NEU|machine human interface|http://hawkdawg.com/forums/viewtopic.php?f=25&t=2782&p=27432
And most human agents will be providing back-up to the AI front-end contact systems versus being on the front end today.|NEU|machine human interface|http://ivr.tmcnet.com/topics/ivr-voicexml/articles/114186-aispeech-could-displace-most-live-agents-5-years.htm
And my commentary will be less long, cause the run is only half the time than this one, and the AI and Gamemechanic issues i allready postet in these commentarys.|NEU|gaming|http://speeddemosarchive.com/Enclave.html
